Configuration,n,avg_success,max_success,min_success,avg_total_flips,avg_time,phase_transition
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",50,62.266666666666666,100.0,1.0,63753.7,8.550000000000002,4.4
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",100,55.56666666666667,100.0,0.0,149251.7,20.014,4.2
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",250,49.96666666666667,100.0,0.0,413898.3333333333,85.56233333333334,4.0
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",500,47.3,100.0,0.0,864002.9,101.47933333333334,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",1000,44.6,100.0,0.0,1792659.7333333334,467.75766666666664,3.8
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",50,54.96666666666667,100.0,0.0,73128.43333333333,9.142333333333335,4.1
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",100,54.0,100.0,0.0,152148.46666666667,20.842,4.1
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",250,49.3,100.0,0.0,418049.1,84.14566666666664,4.0
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",500,46.233333333333334,100.0,0.0,877677.5666666667,107.32066666666667,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",1000,43.5,100.0,0.0,1827393.5333333334,500.5183333333333,3.8
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",50,37.93333333333333,93.0,0.0,94910.46666666666,10.899666666666667,3.6
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",100,40.53333333333333,100.0,0.0,184250.9,23.669333333333334,3.7
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",250,44.8,100.0,0.0,439688.23333333334,88.51966666666668,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",500,46.4,100.0,0.0,871126.5666666667,105.48400000000001,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",1000,44.233333333333334,100.0,0.0,1806652.9,474.51000000000005,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",100,55.4,100.0,0.0,149506.86666666667,20.150666666666666,4.1
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",250,50.3,100.0,0.0,411680.7,82.84666666666666,4.0
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",500,46.766666666666666,100.0,0.0,872811.9666666667,304.90066666666667,3.9
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",1000,44.9,100.0,0.0,1792579.2666666666,473.1863333333333,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",100,49.46666666666667,100.0,0.0,163263.96666666667,21.94333333333333,4.0
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",250,48.86666666666667,100.0,0.0,422185.4,84.74900000000001,4.0
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",500,45.833333333333336,100.0,0.0,880515.6,107.82966666666665,3.9
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",1000,43.4,100.0,0.0,1822243.7333333334,496.34433333333334,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",100,29.833333333333332,97.0,0.0,213459.86666666667,27.077333333333332,3.4
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",250,37.766666666666666,99.0,0.0,484493.76666666666,97.67666666666668,3.7
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",500,43.3,100.0,0.0,907350.5,121.598,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",1000,44.06666666666667,100.0,0.0,1809060.2666666666,483.24266666666665,3.8
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",100,53.766666666666666,100.0,0.0,153810.16666666666,21.099666666666668,4.1
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",250,50.266666666666666,100.0,0.0,412126.56666666665,83.29533333333335,4.0
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",500,47.03333333333333,100.0,0.0,868515.5666666667,102.46833333333333,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",1000,44.733333333333334,100.0,0.0,1794070.2333333334,481.9986666666666,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",100,41.93333333333333,99.0,0.0,182973.93333333332,24.934666666666665,3.7
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",250,47.63333333333333,100.0,0.0,427220.5,87.28099999999999,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",500,45.96666666666667,100.0,0.0,882238.4,108.50133333333333,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",1000,44.06666666666667,100.0,0.0,1808994.0333333334,518.6026666666667,3.8
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",100,17.066666666666666,70.0,0.0,250130.0,17.691,2.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",250,28.7,98.0,0.0,544866.6,50.87199999999999,3.4
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",500,37.96666666666667,100.0,0.0,969730.9333333333,139.564,3.7
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",1000,42.86666666666667,100.0,0.0,1832195.6666666667,506.5286666666667,3.8
