Configuration,avg_success,max_success,min_success,avg_total_flips,avg_time,phase_transition
"p=0.5, max_tries=3, flips_coef=10, Q=0.2, c=10",52.26,100.0,0.0,655414.0933333334,105.77853333333334,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.2, c=20",49.858333333333334,100.0,0.0,799898.2,131.07016666666667,3.9
"p=0.5, max_tries=3, flips_coef=10, Q=0.2, c=30",49.266666666666666,100.0,0.0,803761.9166666666,127.34308333333333,3.9
"p=0.5, max_tries=3, flips_coef=10, Q=0.5, c=10",50.68666666666667,100.0,0.0,655821.7933333333,104.57846666666667,3.9
"p=0.5, max_tries=3, flips_coef=10, Q=0.5, c=20",47.541666666666664,100.0,0.0,811075.8833333333,132.92691666666667,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.5, c=30",45.13333333333333,100.0,0.0,821448.75,132.28633333333335,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.8, c=10",42.81333333333333,100.0,0.0,677998.76,108.49913333333333,3.7
"p=0.5, max_tries=3, flips_coef=10, Q=0.8, c=20",38.225,100.0,0.0,857143.35,138.29916666666668,3.5
"p=0.5, max_tries=3, flips_coef=10, Q=0.8, c=30",31.525,100.0,0.0,903086.4333333333,153.303,2.9
